ArticleId,PMCid,TableName,SpecPragmatics,CellContent,Header,Stub,SuperRow,rowN,columnN,function,hasGender,actual,predicted,error,prediction
3566,2991028,Table 1,BaselineCharacteristic,x (x.x),AMG xxx ;  ; xxx mg(n = xxx) ; ,?Othera," Ethnicity, n (%)",11,4,3,no,1:no,2:yes,+,0.504
3566,2991028,Table 1,BaselineCharacteristic,xx (x.x),AMG xxx ;  ; Total(n = xxx) ; ,?Othera," Ethnicity, n (%)",11,5,3,no,1:no,2:yes,+,0.518
3566,2991028,Table 1,BaselineCharacteristic,Mean weight (kg), ;  ;  ; ,Mean weight (kg),,12,0,2,no,1:no,1:no,,0.885
3566,2991028,Table 1,BaselineCharacteristic,xx.x, ;  ; Placebo(n = xxx) ; ,Mean weight (kg),,12,1,3,no,1:no,2:yes,+,0.521
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xx mg(n = xxx) ; ,Mean weight (kg),,12,2,3,no,1:no,1:no,,0.602
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean weight (kg),,12,3,3,no,1:no,1:no,,0.62
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean weight (kg),,12,4,3,no,1:no,1:no,,0.627
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; Total(n = xxx) ; ,Mean weight (kg),,12,5,3,no,1:no,1:no,,0.602
3566,2991028,Table 1,BaselineCharacteristic,Mean height (cm), ;  ;  ; ,Mean height (cm),,13,0,2,no,1:no,1:no,,0.878
3566,2991028,Table 1,BaselineCharacteristic,xxx.x, ;  ; Placebo(n = xxx) ; ,Mean height (cm),,13,1,3,no,1:no,2:yes,+,0.505
3566,2991028,Table 1,BaselineCharacteristic,xxx.x,AMG xxx ;  ; xx mg(n = xxx) ; ,Mean height (cm),,13,2,3,no,1:no,1:no,,0.539
3566,2991028,Table 1,BaselineCharacteristic,xxx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean height (cm),,13,3,3,no,1:no,1:no,,0.612
3566,2991028,Table 1,BaselineCharacteristic,xxx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean height (cm),,13,4,3,no,1:no,1:no,,0.62
3566,2991028,Table 1,BaselineCharacteristic,xxx.x,AMG xxx ;  ; Total(n = xxx) ; ,Mean height (cm),,13,5,3,no,1:no,1:no,,0.6
3566,2991028,Table 1,BaselineCharacteristic,Mean body mass index (kg/mx), ;  ;  ; ,Mean body mass index (kg/mx),,14,0,2,no,1:no,1:no,,0.874
3566,2991028,Table 1,BaselineCharacteristic,xx.x, ;  ; Placebo(n = xxx) ; ,Mean body mass index (kg/mx),,14,1,3,no,1:no,2:yes,+,0.591
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xx mg(n = xxx) ; ,Mean body mass index (kg/mx),,14,2,3,no,1:no,1:no,,0.531
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean body mass index (kg/mx),,14,3,3,no,1:no,1:no,,0.548
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean body mass index (kg/mx),,14,4,3,no,1:no,1:no,,0.556
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; Total(n = xxx) ; ,Mean body mass index (kg/mx),,14,5,3,no,1:no,1:no,,0.546
3566,2991028,Table 1,BaselineCharacteristic,Mean duration of RA (years), ;  ;  ; ,Mean duration of RA (years),,15,0,2,no,1:no,1:no,,0.877
3566,2991028,Table 1,BaselineCharacteristic,x.x, ;  ; Placebo(n = xxx) ; ,Mean duration of RA (years),,15,1,3,no,1:no,1:no,,0.559
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xx mg(n = xxx) ; ,Mean duration of RA (years),,15,2,3,no,1:no,1:no,,0.602
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean duration of RA (years),,15,3,3,no,1:no,1:no,,0.652
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean duration of RA (years),,15,4,3,no,1:no,1:no,,0.659
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; Total(n = xxx) ; ,Mean duration of RA (years),,15,5,3,no,1:no,1:no,,0.642
3566,2991028,Table 1,BaselineCharacteristic,Subcomponent of ACR (mean), ;  ;  ; ,None,None,16,0,24,no,1:no,1:no,,0.898
3566,2991028,Table 1,BaselineCharacteristic,, ;  ; Placebo(n = xxx) ; ,Subcomponent of ACR (mean),None,16,1,43,no,1:no,1:no,,0.632
3566,2991028,Table 1,BaselineCharacteristic,,AMG xxx ;  ; xx mg(n = xxx) ; ,Subcomponent of ACR (mean),None,16,2,43,no,1:no,1:no,,0.652
3566,2991028,Table 1,BaselineCharacteristic,,AMG xxx ;  ; xxx mg(n = xxx) ; ,Subcomponent of ACR (mean),None,16,3,43,no,1:no,1:no,,0.71
3566,2991028,Table 1,BaselineCharacteristic,,AMG xxx ;  ; xxx mg(n = xxx) ; ,Subcomponent of ACR (mean),None,16,4,43,no,1:no,1:no,,0.715
3566,2991028,Table 1,BaselineCharacteristic,,AMG xxx ;  ; Total(n = xxx) ; ,Subcomponent of ACR (mean),None,16,5,43,no,1:no,1:no,,0.727
3566,2991028,Table 1,BaselineCharacteristic,?Tender joint count, ;  ;  ; ,?Tender joint count, Subcomponent of ACR (mean),17,0,2,no,1:no,1:no,,0.886
3566,2991028,Table 1,BaselineCharacteristic,xx.x, ;  ; Placebo(n = xxx) ; ,?Tender joint count, Subcomponent of ACR (mean),17,1,3,no,1:no,1:no,,0.513
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xx mg(n = xxx) ; ,?Tender joint count, Subcomponent of ACR (mean),17,2,3,no,1:no,1:no,,0.616
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,?Tender joint count, Subcomponent of ACR (mean),17,3,3,no,1:no,1:no,,0.622
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,?Tender joint count, Subcomponent of ACR (mean),17,4,3,no,1:no,1:no,,0.631
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; Total(n = xxx) ; ,?Tender joint count, Subcomponent of ACR (mean),17,5,3,no,1:no,1:no,,0.611
3566,2991028,Table 1,BaselineCharacteristic,?Swollen joint count, ;  ;  ; ,?Swollen joint count, Subcomponent of ACR (mean),18,0,2,no,1:no,1:no,,0.889
3566,2991028,Table 1,BaselineCharacteristic,xx.x, ;  ; Placebo(n = xxx) ; ,?Swollen joint count, Subcomponent of ACR (mean),18,1,3,no,1:no,1:no,,0.521
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xx mg(n = xxx) ; ,?Swollen joint count, Subcomponent of ACR (mean),18,2,3,no,1:no,1:no,,0.619
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,?Swollen joint count, Subcomponent of ACR (mean),18,3,3,no,1:no,1:no,,0.625
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,?Swollen joint count, Subcomponent of ACR (mean),18,4,3,no,1:no,1:no,,0.634
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; Total(n = xxx) ; ,?Swollen joint count, Subcomponent of ACR (mean),18,5,3,no,1:no,1:no,,0.619
3566,2991028,Table 1,BaselineCharacteristic,?Patient global assessment, ;  ;  ; ,?Patient global assessment, Subcomponent of ACR (mean),19,0,2,no,1:no,1:no,,0.884
3566,2991028,Table 1,BaselineCharacteristic,x.x, ;  ; Placebo(n = xxx) ; ,?Patient global assessment, Subcomponent of ACR (mean),19,1,3,no,1:no,1:no,,0.643
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xx mg(n = xxx) ; ,?Patient global assessment, Subcomponent of ACR (mean),19,2,3,no,1:no,1:no,,0.66
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,?Patient global assessment, Subcomponent of ACR (mean),19,3,3,no,1:no,1:no,,0.707
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,?Patient global assessment, Subcomponent of ACR (mean),19,4,3,no,1:no,1:no,,0.716
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; Total(n = xxx) ; ,?Patient global assessment, Subcomponent of ACR (mean),19,5,3,no,1:no,1:no,,0.677
3566,2991028,Table 1,BaselineCharacteristic,?Physician global assessment, ;  ;  ; ,?Physician global assessment, Subcomponent of ACR (mean),20,0,2,no,1:no,1:no,,0.889
3566,2991028,Table 1,BaselineCharacteristic,x.x, ;  ; Placebo(n = xxx) ; ,?Physician global assessment, Subcomponent of ACR (mean),20,1,3,no,1:no,1:no,,0.602
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xx mg(n = xxx) ; ,?Physician global assessment, Subcomponent of ACR (mean),20,2,3,no,1:no,1:no,,0.628
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,?Physician global assessment, Subcomponent of ACR (mean),20,3,3,no,1:no,1:no,,0.673
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,?Physician global assessment, Subcomponent of ACR (mean),20,4,3,no,1:no,1:no,,0.681
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; Total(n = xxx) ; ,?Physician global assessment, Subcomponent of ACR (mean),20,5,3,no,1:no,1:no,,0.663
3566,2991028,Table 1,BaselineCharacteristic,?Patient pain assessment, ;  ;  ; ,?Patient pain assessment, Subcomponent of ACR (mean),21,0,2,no,1:no,1:no,,0.884
3566,2991028,Table 1,BaselineCharacteristic,xx.x, ;  ; Placebo(n = xxx) ; ,?Patient pain assessment, Subcomponent of ACR (mean),21,1,3,no,1:no,1:no,,0.584
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xx mg(n = xxx) ; ,?Patient pain assessment, Subcomponent of ACR (mean),21,2,3,no,1:no,1:no,,0.66
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,?Patient pain assessment, Subcomponent of ACR (mean),21,3,3,no,1:no,1:no,,0.662
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,?Patient pain assessment, Subcomponent of ACR (mean),21,4,3,no,1:no,1:no,,0.671
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; Total(n = xxx) ; ,?Patient pain assessment, Subcomponent of ACR (mean),21,5,3,no,1:no,1:no,,0.632
3566,2991028,Table 1,BaselineCharacteristic,HAQ Disability Index, ;  ;  ; ,HAQ Disability Index,,22,0,2,no,1:no,1:no,,0.893
3566,2991028,Table 1,BaselineCharacteristic,x.x, ;  ; Placebo(n = xxx) ; ,HAQ Disability Index,,22,1,3,no,1:no,1:no,,0.55
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xx mg(n = xxx) ; ,HAQ Disability Index,,22,2,3,no,1:no,1:no,,0.578
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,HAQ Disability Index,,22,3,3,no,1:no,1:no,,0.661
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,HAQ Disability Index,,22,4,3,no,1:no,1:no,,0.669
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; Total(n = xxx) ; ,HAQ Disability Index,,22,5,3,no,1:no,1:no,,0.64
3566,2991028,Table 1,BaselineCharacteristic,C-reactive protein (mg/dl), ;  ;  ; ,C-reactive protein (mg/dl),,23,0,2,no,1:no,1:no,,0.894
3566,2991028,Table 1,BaselineCharacteristic,x.x, ;  ; Placebo(n = xxx) ; ,C-reactive protein (mg/dl),,23,1,3,no,1:no,1:no,,0.554
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xx mg(n = xxx) ; ,C-reactive protein (mg/dl),,23,2,3,no,1:no,1:no,,0.581
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,C-reactive protein (mg/dl),,23,3,3,no,1:no,1:no,,0.664
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,C-reactive protein (mg/dl),,23,4,3,no,1:no,1:no,,0.672
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; Total(n = xxx) ; ,C-reactive protein (mg/dl),,23,5,3,no,1:no,1:no,,0.643
3566,2991028,Table 1,BaselineCharacteristic,ESR (mm/hour), ;  ;  ; ,ESR (mm/hour),,24,0,2,no,1:no,1:no,,0.894
3566,2991028,Table 1,BaselineCharacteristic,xx.x, ;  ; Placebo(n = xxx) ; ,ESR (mm/hour),,24,1,3,no,1:no,2:yes,+,0.536
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xx mg(n = xxx) ; ,ESR (mm/hour),,24,2,3,no,1:no,1:no,,0.589
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,ESR (mm/hour),,24,3,3,no,1:no,1:no,,0.598
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,ESR (mm/hour),,24,4,3,no,1:no,1:no,,0.606
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; Total(n = xxx) ; ,ESR (mm/hour),,24,5,3,no,1:no,1:no,,0.598
3566,2991028,Table 1,BaselineCharacteristic,Mean DASxx CRP, ;  ;  ; ,Mean DASxx CRP,,25,0,2,no,1:no,1:no,,0.893
3566,2991028,Table 1,BaselineCharacteristic,x.x, ;  ; Placebo(n = xxx) ; ,Mean DASxx CRP,,25,1,3,no,1:no,1:no,,0.59
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xx mg(n = xxx) ; ,Mean DASxx CRP,,25,2,3,no,1:no,1:no,,0.601
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean DASxx CRP,,25,3,3,no,1:no,1:no,,0.679
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean DASxx CRP,,25,4,3,no,1:no,1:no,,0.687
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; Total(n = xxx) ; ,Mean DASxx CRP,,25,5,3,no,1:no,1:no,,0.665
3566,2991028,Table 1,BaselineCharacteristic,Mean DASxx ESR, ;  ;  ; ,Mean DASxx ESR,,26,0,2,no,1:no,1:no,,0.893
3566,2991028,Table 1,BaselineCharacteristic,x.x, ;  ; Placebo(n = xxx) ; ,Mean DASxx ESR,,26,1,3,no,1:no,1:no,,0.59
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xx mg(n = xxx) ; ,Mean DASxx ESR,,26,2,3,no,1:no,1:no,,0.601
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean DASxx ESR,,26,3,3,no,1:no,1:no,,0.679
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean DASxx ESR,,26,4,3,no,1:no,1:no,,0.687
3566,2991028,Table 1,BaselineCharacteristic,x.x,AMG xxx ;  ; Total(n = xxx) ; ,Mean DASxx ESR,,26,5,3,no,1:no,1:no,,0.665
3566,2991028,Table 1,BaselineCharacteristic,Mean tender joint count (xx joints), ;  ;  ; ,Mean tender joint count (xx joints),,27,0,2,no,1:no,1:no,,0.836
3566,2991028,Table 1,BaselineCharacteristic,xx.x, ;  ; Placebo(n = xxx) ; ,Mean tender joint count (xx joints),,27,1,3,no,1:no,2:yes,+,0.502
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xx mg(n = xxx) ; ,Mean tender joint count (xx joints),,27,2,3,no,1:no,1:no,,0.601
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean tender joint count (xx joints),,27,3,3,no,1:no,1:no,,0.61
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean tender joint count (xx joints),,27,4,3,no,1:no,1:no,,0.618
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; Total(n = xxx) ; ,Mean tender joint count (xx joints),,27,5,3,no,1:no,1:no,,0.611
3566,2991028,Table 1,BaselineCharacteristic,Mean swollen joint count (xx joints), ;  ;  ; ,Mean swollen joint count (xx joints),,28,0,2,no,1:no,1:no,,0.837
3566,2991028,Table 1,BaselineCharacteristic,xx.x, ;  ; Placebo(n = xxx) ; ,Mean swollen joint count (xx joints),,28,1,3,no,1:no,2:yes,+,0.502
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xx mg(n = xxx) ; ,Mean swollen joint count (xx joints),,28,2,3,no,1:no,1:no,,0.601
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean swollen joint count (xx joints),,28,3,3,no,1:no,1:no,,0.61
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; xxx mg(n = xxx) ; ,Mean swollen joint count (xx joints),,28,4,3,no,1:no,1:no,,0.618
3566,2991028,Table 1,BaselineCharacteristic,xx.x,AMG xxx ;  ; Total(n = xxx) ; ,Mean swollen joint count (xx joints),,28,5,3,no,1:no,1:no,,0.611
3596,3001966,Table 1,BaselineCharacteristic,Characteristic,,None,None,0,0,12,no,1:no,1:no,,0.806
3596,3001966,Table 1,BaselineCharacteristic,Celecoxib group (n = xxx),,Characteristic,None,0,1,1,no,1:no,1:no,,0.693
3596,3001966,Table 1,BaselineCharacteristic,Placebo group (n = xxx),,Characteristic,None,0,2,1,no,1:no,1:no,,0.556
3596,3001966,Table 1,BaselineCharacteristic,P*,,Characteristic,None,0,3,1,no,1:no,1:no,,0.8
3596,3001966,Table 1,BaselineCharacteristic,"Age, y",Characteristic ; ,None,None,1,0,24,no,1:no,1:no,,0.862
3596,3001966,Table 1,BaselineCharacteristic,,Celecoxib group (n = xxx) ; ,"Age, y",None,1,1,43,no,1:no,1:no,,0.639
3596,3001966,Table 1,BaselineCharacteristic,,Placebo group (n = xxx) ; ,"Age, y",None,1,2,43,no,1:no,1:no,,0.537
3596,3001966,Table 1,BaselineCharacteristic,,P* ; ,"Age, y",None,1,3,43,no,1:no,1:no,,0.854
3596,3001966,Table 1,BaselineCharacteristic,????Mean (SD),Characteristic ; ,????Mean (SD)," Age, y   ",2,0,2,no,1:no,1:no,,0.836
3596,3001966,Table 1,BaselineCharacteristic,xx.x (x.x),Celecoxib group (n = xxx) ; ,????Mean (SD)," Age, y   ",2,1,3,no,1:no,1:no,,0.534
3596,3001966,Table 1,BaselineCharacteristic,xx.x (xx.x),Placebo group (n = xxx) ; ,????Mean (SD)," Age, y   ",2,2,3,no,1:no,2:yes,+,0.531
3596,3001966,Table 1,BaselineCharacteristic,.xx,P* ; ,????Mean (SD)," Age, y   ",2,3,3,no,1:no,1:no,,0.677
3596,3001966,Table 1,BaselineCharacteristic,????Median (range),Characteristic ; ,????Median (range)," Age, y   ",3,0,2,no,1:no,1:no,,0.86
3596,3001966,Table 1,BaselineCharacteristic,,P* ; ,????Median (range)," Age, y   ",3,3,3,no,1:no,1:no,,0.772
3596,3001966,Table 1,BaselineCharacteristic,"Sex, No. (%)",Characteristic ; ,None,None,4,0,24,no,1:no,1:no,,0.647
3596,3001966,Table 1,BaselineCharacteristic,,Celecoxib group (n = xxx) ; ,"Sex, No. (%)",None,4,1,43,no,1:no,2:yes,+,0.57
3596,3001966,Table 1,BaselineCharacteristic,,Placebo group (n = xxx) ; ,"Sex, No. (%)",None,4,2,43,no,1:no,2:yes,+,0.625
3596,3001966,Table 1,BaselineCharacteristic,,P* ; ,"Sex, No. (%)",None,4,3,43,no,1:no,1:no,,0.549
3596,3001966,Table 1,BaselineCharacteristic,????Male,Characteristic ; ,????Male," Sex, No. (%)   ",5,0,2,no,1:no,2:yes,+,0.509
3596,3001966,Table 1,BaselineCharacteristic,xxx (xx),Celecoxib group (n = xxx) ; ,????Male," Sex, No. (%)   ",5,1,3,yes,2:yes,2:yes,,0.823
3596,3001966,Table 1,BaselineCharacteristic,xx (xx),Placebo group (n = xxx) ; ,????Male," Sex, No. (%)   ",5,2,3,yes,2:yes,2:yes,,0.852
3596,3001966,Table 1,BaselineCharacteristic,.xx,P* ; ,????Male," Sex, No. (%)   ",5,3,3,no,1:no,2:yes,+,0.839
3596,3001966,Table 1,BaselineCharacteristic,????Female,Characteristic ; ,????Female," Sex, No. (%)   ",6,0,2,no,1:no,1:no,,0.505
3596,3001966,Table 1,BaselineCharacteristic,xx (xx),Celecoxib group (n = xxx) ; ,????Female," Sex, No. (%)   ",6,1,3,yes,2:yes,2:yes,,0.81
3596,3001966,Table 1,BaselineCharacteristic,xx (xx),Placebo group (n = xxx) ; ,????Female," Sex, No. (%)   ",6,2,3,yes,2:yes,2:yes,,0.834
3596,3001966,Table 1,BaselineCharacteristic,,P* ; ,????Female," Sex, No. (%)   ",6,3,3,no,1:no,2:yes,+,0.714
3596,3001966,Table 1,BaselineCharacteristic,"Race, No. (%)",Characteristic ; ,None,None,7,0,24,no,1:no,1:no,,0.806
3596,3001966,Table 1,BaselineCharacteristic,,Celecoxib group (n = xxx) ; ,"Race, No. (%)",None,7,1,43,no,1:no,1:no,,0.567
3596,3001966,Table 1,BaselineCharacteristic,,Placebo group (n = xxx) ; ,"Race, No. (%)",None,7,2,43,no,1:no,2:yes,+,0.51
3596,3001966,Table 1,BaselineCharacteristic,,P* ; ,"Race, No. (%)",None,7,3,43,no,1:no,1:no,,0.724
3596,3001966,Table 1,BaselineCharacteristic,????White,Characteristic ; ,????White," Race, No. (%)   ",8,0,2,no,1:no,1:no,,0.784
3596,3001966,Table 1,BaselineCharacteristic,xxx (xx),Celecoxib group (n = xxx) ; ,????White," Race, No. (%)   ",8,1,3,no,1:no,2:yes,+,0.612
3596,3001966,Table 1,BaselineCharacteristic,xxx (xxx),Placebo group (n = xxx) ; ,????White," Race, No. (%)   ",8,2,3,no,1:no,2:yes,+,0.597
3596,3001966,Table 1,BaselineCharacteristic,x.xx,P* ; ,????White," Race, No. (%)   ",8,3,3,no,1:no,2:yes,+,0.522
3596,3001966,Table 1,BaselineCharacteristic,????Other,Characteristic ; ,????Other," Race, No. (%)   ",9,0,2,no,1:no,1:no,,0.786
3596,3001966,Table 1,BaselineCharacteristic,x ( x),Celecoxib group (n = xxx) ; ,????Other," Race, No. (%)   ",9,1,3,no,1:no,2:yes,+,0.521
3596,3001966,Table 1,BaselineCharacteristic,x (x),Placebo group (n = xxx) ; ,????Other," Race, No. (%)   ",9,2,3,no,1:no,2:yes,+,0.586
3596,3001966,Table 1,BaselineCharacteristic,,P* ; ,????Other," Race, No. (%)   ",9,3,3,no,1:no,1:no,,0.643
3596,3001966,Table 1,BaselineCharacteristic,"Fitzpatrick skin type, No. (%)",Characteristic ; ,None,None,10,0,24,no,1:no,1:no,,0.741
3596,3001966,Table 1,BaselineCharacteristic,,Celecoxib group (n = xxx) ; ,"Fitzpatrick skin type, No. (%)",None,10,1,43,no,1:no,2:yes,+,0.509
3596,3001966,Table 1,BaselineCharacteristic,,Placebo group (n = xxx) ; ,"Fitzpatrick skin type, No. (%)",None,10,2,43,no,1:no,2:yes,+,0.571
3596,3001966,Table 1,BaselineCharacteristic,,P* ; ,"Fitzpatrick skin type, No. (%)",None,10,3,43,no,1:no,1:no,,0.639
3596,3001966,Table 1,BaselineCharacteristic,????I,Characteristic ; ,????I," Fitzpatrick skin type, No. (%)   ",11,0,2,no,1:no,1:no,,0.725
3596,3001966,Table 1,BaselineCharacteristic,xx (xx),Celecoxib group (n = xxx) ; ,????I," Fitzpatrick skin type, No. (%)   ",11,1,3,no,1:no,2:yes,+,0.59
3596,3001966,Table 1,BaselineCharacteristic,xx (xx),Placebo group (n = xxx) ; ,????I," Fitzpatrick skin type, No. (%)   ",11,2,3,no,1:no,2:yes,+,0.643
3596,3001966,Table 1,BaselineCharacteristic,.xx,P* ; ,????I," Fitzpatrick skin type, No. (%)   ",11,3,3,no,1:no,2:yes,+,0.512
3596,3001966,Table 1,BaselineCharacteristic,????II,Characteristic ; ,????II," Fitzpatrick skin type, No. (%)   ",12,0,2,no,1:no,1:no,,0.728
3596,3001966,Table 1,BaselineCharacteristic,xx (xx),Celecoxib group (n = xxx) ; ,????II," Fitzpatrick skin type, No. (%)   ",12,1,3,no,1:no,2:yes,+,0.6
3596,3001966,Table 1,BaselineCharacteristic,xx (xx),Placebo group (n = xxx) ; ,????II," Fitzpatrick skin type, No. (%)   ",12,2,3,no,1:no,2:yes,+,0.657
3596,3001966,Table 1,BaselineCharacteristic,,P* ; ,????II," Fitzpatrick skin type, No. (%)   ",12,3,3,no,1:no,1:no,,0.594
3596,3001966,Table 1,BaselineCharacteristic,????III,Characteristic ; ,????III," Fitzpatrick skin type, No. (%)   ",13,0,2,no,1:no,1:no,,0.723
3596,3001966,Table 1,BaselineCharacteristic,xx (xx),Celecoxib group (n = xxx) ; ,????III," Fitzpatrick skin type, No. (%)   ",13,1,3,no,1:no,2:yes,+,0.61
3596,3001966,Table 1,BaselineCharacteristic,xx (xx),Placebo group (n = xxx) ; ,????III," Fitzpatrick skin type, No. (%)   ",13,2,3,no,1:no,2:yes,+,0.668
3596,3001966,Table 1,BaselineCharacteristic,,P* ; ,????III," Fitzpatrick skin type, No. (%)   ",13,3,3,no,1:no,1:no,,0.584
3596,3001966,Table 1,BaselineCharacteristic,Number of actinic keratoses at screening,Characteristic ; ,None,None,14,0,24,no,1:no,1:no,,0.891
3596,3001966,Table 1,BaselineCharacteristic,,Celecoxib group (n = xxx) ; ,Number of actinic keratoses at screening,None,14,1,43,no,1:no,1:no,,0.705
3596,3001966,Table 1,BaselineCharacteristic,,Placebo group (n = xxx) ; ,Number of actinic keratoses at screening,None,14,2,43,no,1:no,1:no,,0.602
3596,3001966,Table 1,BaselineCharacteristic,,P* ; ,Number of actinic keratoses at screening,None,14,3,43,no,1:no,1:no,,0.86
3596,3001966,Table 1,BaselineCharacteristic,????Mean (SD),Characteristic ; ,????Mean (SD), Number of actinic keratoses at screening   ,15,0,2,no,1:no,1:no,,0.865
3596,3001966,Table 1,BaselineCharacteristic,xx.x (x.x),Celecoxib group (n = xxx) ; ,????Mean (SD), Number of actinic keratoses at screening   ,15,1,3,no,1:no,1:no,,0.676
3596,3001966,Table 1,BaselineCharacteristic,xx.x (x.x),Placebo group (n = xxx) ; ,????Mean (SD), Number of actinic keratoses at screening   ,15,2,3,no,1:no,1:no,,0.555
3596,3001966,Table 1,BaselineCharacteristic,.xx,P* ; ,????Mean (SD), Number of actinic keratoses at screening   ,15,3,3,no,1:no,1:no,,0.753
