ArticleId,PMCid,TableName,SpecPragmatics,CellContent,Header,Stub,SuperRow,rowN,columnN,function,hasAge,actual,predicted,error,prediction
4011,3097354,Table 1,BaselineCharacteristic,x,"Control group, N?=?xx ; ",Surgery,None,25,4,3,No,1:No,1:No,,0.867
4011,3097354,Table 1,BaselineCharacteristic,Surgery,"Intervention group, N?=?xx ; ",Surgery,None,26,0,2,No,1:No,1:No,,0.805
4011,3097354,Table 1,BaselineCharacteristic,,"Intervention group, N?=?xx ; ",Surgery,None,26,1,2,No,1:No,1:No,,0.757
4011,3097354,Table 1,BaselineCharacteristic,,"Intervention group, N?=?xx ; ",Surgery,None,26,2,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,VH,"Control group, N?=?xx ; ",Surgery,None,26,3,3,No,1:No,1:No,,0.797
4011,3097354,Table 1,BaselineCharacteristic,x,"Control group, N?=?xx ; ",Surgery,None,26,4,3,No,1:No,1:No,,0.867
4011,3097354,Table 1,BaselineCharacteristic,Postoperative RT (Grays),"Intervention group, N?=?xx ; ",Postoperative RT (Grays),None,27,0,2,No,1:No,1:No,,0.805
4011,3097354,Table 1,BaselineCharacteristic,(xx),"Intervention group, N?=?xx ; ",Postoperative RT (Grays),None,27,1,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,x,"Intervention group, N?=?xx ; ",Postoperative RT (Grays),None,27,2,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,(xx),"Control group, N?=?xx ; ",Postoperative RT (Grays),None,27,3,3,No,1:No,1:No,,0.797
4011,3097354,Table 1,BaselineCharacteristic,x,"Control group, N?=?xx ; ",Postoperative RT (Grays),None,27,4,3,No,1:No,1:No,,0.867
4011,3097354,Table 1,BaselineCharacteristic,Primary RT (Grays),"Intervention group, N?=?xx ; ",Primary RT (Grays),None,28,0,2,No,1:No,1:No,,0.805
4011,3097354,Table 1,BaselineCharacteristic,(xx),"Intervention group, N?=?xx ; ",Primary RT (Grays),None,28,1,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,x,"Intervention group, N?=?xx ; ",Primary RT (Grays),None,28,2,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,(xx),"Control group, N?=?xx ; ",Primary RT (Grays),None,28,3,3,No,1:No,1:No,,0.797
4011,3097354,Table 1,BaselineCharacteristic,x,"Control group, N?=?xx ; ",Primary RT (Grays),None,28,4,3,No,1:No,1:No,,0.867
4011,3097354,Table 1,BaselineCharacteristic,Brachytherapy (Grays),"Intervention group, N?=?xx ; ",Brachytherapy (Grays),None,29,0,2,No,1:No,1:No,,0.805
4011,3097354,Table 1,BaselineCharacteristic,(xx),"Intervention group, N?=?xx ; ",Brachytherapy (Grays),None,29,1,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,x,"Intervention group, N?=?xx ; ",Brachytherapy (Grays),None,29,2,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,(xx),"Control group, N?=?xx ; ",Brachytherapy (Grays),None,29,3,3,No,1:No,1:No,,0.797
4011,3097354,Table 1,BaselineCharacteristic,x,"Control group, N?=?xx ; ",Brachytherapy (Grays),None,29,4,3,No,1:No,1:No,,0.867
4011,3097354,Table 1,BaselineCharacteristic,Brachytherapy (Grays),"Intervention group, N?=?xx ; ",Brachytherapy (Grays),None,30,0,2,No,1:No,1:No,,0.805
4011,3097354,Table 1,BaselineCharacteristic,(xx),"Intervention group, N?=?xx ; ",Brachytherapy (Grays),None,30,1,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,x,"Intervention group, N?=?xx ; ",Brachytherapy (Grays),None,30,2,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,(xx),"Control group, N?=?xx ; ",Brachytherapy (Grays),None,30,3,2,No,1:No,1:No,,0.79
4011,3097354,Table 1,BaselineCharacteristic,x,"Control group, N?=?xx ; ",Brachytherapy (Grays),None,30,4,3,No,1:No,1:No,,0.867
4011,3097354,Table 1,BaselineCharacteristic,Brachytherapy (Grays),"Intervention group, N?=?xx ; ",Brachytherapy (Grays),None,31,0,2,No,1:No,1:No,,0.805
4011,3097354,Table 1,BaselineCharacteristic,(xx),"Intervention group, N?=?xx ; ",Brachytherapy (Grays),None,31,1,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,x,"Intervention group, N?=?xx ; ",Brachytherapy (Grays),None,31,2,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,(xx),"Control group, N?=?xx ; ",Brachytherapy (Grays),None,31,3,2,No,1:No,1:No,,0.79
4011,3097354,Table 1,BaselineCharacteristic,x,"Control group, N?=?xx ; ",Brachytherapy (Grays),None,31,4,3,No,1:No,1:No,,0.867
4011,3097354,Table 1,BaselineCharacteristic,Hyperthermia,"Intervention group, N?=?xx ; ",Hyperthermia,None,32,0,2,No,1:No,1:No,,0.805
4011,3097354,Table 1,BaselineCharacteristic,x h/week,"Intervention group, N?=?xx ; ",Hyperthermia,None,32,1,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,x,"Intervention group, N?=?xx ; ",Hyperthermia,None,32,2,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,,"Control group, N?=?xx ; ",Hyperthermia,None,32,3,3,No,1:No,1:No,,0.797
4011,3097354,Table 1,BaselineCharacteristic,x,"Control group, N?=?xx ; ",Hyperthermia,None,32,4,3,No,1:No,1:No,,0.867
4011,3097354,Table 1,BaselineCharacteristic,Surdosage parametria/LN,"Intervention group, N?=?xx ; ",Surdosage parametria/LN,None,33,0,2,No,1:No,1:No,,0.805
4011,3097354,Table 1,BaselineCharacteristic,,"Intervention group, N?=?xx ; ",Surdosage parametria/LN,None,33,1,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,x,"Intervention group, N?=?xx ; ",Surdosage parametria/LN,None,33,2,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,,"Control group, N?=?xx ; ",Surdosage parametria/LN,None,33,3,3,No,1:No,1:No,,0.797
4011,3097354,Table 1,BaselineCharacteristic,x,"Control group, N?=?xx ; ",Surdosage parametria/LN,None,33,4,3,No,1:No,1:No,,0.867
4011,3097354,Table 1,BaselineCharacteristic,Chemotherapy,"Intervention group, N?=?xx ; ",Chemotherapy,None,34,0,2,No,1:No,1:No,,0.805
4011,3097354,Table 1,BaselineCharacteristic,,"Intervention group, N?=?xx ; ",Chemotherapy,None,34,1,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,x,"Intervention group, N?=?xx ; ",Chemotherapy,None,34,2,3,No,1:No,1:No,,0.772
4011,3097354,Table 1,BaselineCharacteristic,,"Control group, N?=?xx ; ",Chemotherapy,None,34,3,3,No,1:No,1:No,,0.797
4011,3097354,Table 1,BaselineCharacteristic,x,"Control group, N?=?xx ; ",Chemotherapy,None,34,4,3,No,1:No,1:No,,0.867
4024,3102212,Table 2,BaselineCharacteristic,Characteristics,,None,None,0,0,12,No,1:No,1:No,,0.905
4024,3102212,Table 2,BaselineCharacteristic,No. patients (n = xx),,Characteristics,None,0,1,1,No,1:No,1:No,,0.784
4024,3102212,Table 2,BaselineCharacteristic,Age (y),Characteristics ; ,Age (y),None,1,0,2,No,1:No,1:No,,0.94
4024,3102212,Table 2,BaselineCharacteristic,,No. patients (n = xx) ; ,Age (y),None,1,1,3,No,1:No,1:No,,0.73
4024,3102212,Table 2,BaselineCharacteristic,,Characteristics ; ,None,None,2,0,2,No,1:No,1:No,,0.95
4024,3102212,Table 2,BaselineCharacteristic,Sex,Characteristics ; ,Sex,None,3,0,2,No,1:No,1:No,,0.96
4024,3102212,Table 2,BaselineCharacteristic,,No. patients (n = xx) ; ,Sex,None,3,1,3,No,1:No,1:No,,0.73
4024,3102212,Table 2,BaselineCharacteristic,,Characteristics ; ,None,None,4,0,2,No,1:No,1:No,,0.97
4024,3102212,Table 2,BaselineCharacteristic,xx:xx,No. patients (n = xx) ; ,None,None,4,1,3,No,1:No,1:No,,0.59
4024,3102212,Table 2,BaselineCharacteristic,ECOG performance status,Characteristics ; ,ECOG performance status,None,5,0,2,No,1:No,1:No,,0.97
4024,3102212,Table 2,BaselineCharacteristic,,No. patients (n = xx) ; ,ECOG performance status,None,5,1,3,No,1:No,1:No,,0.73
4024,3102212,Table 2,BaselineCharacteristic,,Characteristics ; ,None,None,6,0,2,No,1:No,1:No,,0.99
4024,3102212,Table 2,BaselineCharacteristic,xx,No. patients (n = xx) ; ,None,None,6,1,3,No,1:No,1:No,,0.6
4024,3102212,Table 2,BaselineCharacteristic,,Characteristics ; ,None,None,7,0,2,No,1:No,1:No,,0.99
4024,3102212,Table 2,BaselineCharacteristic,x,No. patients (n = xx) ; ,None,None,7,1,3,No,1:No,1:No,,0.75
4024,3102212,Table 2,BaselineCharacteristic,,Characteristics ; ,None,None,8,0,2,No,1:No,1:No,,0.99
4024,3102212,Table 2,BaselineCharacteristic,x,No. patients (n = xx) ; ,None,None,8,1,3,No,1:No,1:No,,0.75
4024,3102212,Table 2,BaselineCharacteristic,Tumor types,Characteristics ; ,Tumor types,None,9,0,2,No,1:No,1:No,,1
4024,3102212,Table 2,BaselineCharacteristic,,No. patients (n = xx) ; ,Tumor types,None,9,1,3,No,1:No,1:No,,0.76
4024,3102212,Table 2,BaselineCharacteristic,,Characteristics ; ,None,None,10,0,2,No,1:No,1:No,,1
4024,3102212,Table 2,BaselineCharacteristic,xx,No. patients (n = xx) ; ,None,None,10,1,3,No,1:No,1:No,,0.71
4024,3102212,Table 2,BaselineCharacteristic,,Characteristics ; ,None,None,11,0,2,No,1:No,1:No,,1
4024,3102212,Table 2,BaselineCharacteristic,x,No. patients (n = xx) ; ,None,None,11,1,3,No,1:No,1:No,,0.79
4024,3102212,Table 2,BaselineCharacteristic,,Characteristics ; ,None,None,12,0,2,No,1:No,1:No,,1
4024,3102212,Table 2,BaselineCharacteristic,x,No. patients (n = xx) ; ,None,None,12,1,3,No,1:No,1:No,,0.79
4024,3102212,Table 2,BaselineCharacteristic,,Characteristics ; ,None,None,13,0,2,No,1:No,1:No,,1
4024,3102212,Table 2,BaselineCharacteristic,x,No. patients (n = xx) ; ,None,None,13,1,3,No,1:No,1:No,,0.79
4024,3102212,Table 2,BaselineCharacteristic,Prior therapy,Characteristics ; ,Prior therapy,None,14,0,2,No,1:No,1:No,,1
4024,3102212,Table 2,BaselineCharacteristic,,No. patients (n = xx) ; ,Prior therapy,None,14,1,3,No,1:No,1:No,,0.8
4024,3102212,Table 2,BaselineCharacteristic,,Characteristics ; ,None,None,15,0,2,No,1:No,1:No,,1
4024,3102212,Table 2,BaselineCharacteristic,xx,No. patients (n = xx) ; ,None,None,15,1,3,No,1:No,1:No,,0.73
4024,3102212,Table 2,BaselineCharacteristic,,Characteristics ; ,None,None,16,0,2,No,1:No,1:No,,1
4024,3102212,Table 2,BaselineCharacteristic,x.x (x–x),No. patients (n = xx) ; ,None,None,16,1,3,No,1:No,1:No,,0.78
4024,3102212,Table 2,BaselineCharacteristic,,Characteristics ; ,None,None,17,0,2,No,1:No,1:No,,1
4024,3102212,Table 2,BaselineCharacteristic,xx,No. patients (n = xx) ; ,None,None,17,1,3,No,1:No,1:No,,0.73
4113,3128267,Table 1,BaselineCharacteristic,,,None,None,0,0,12,No,1:No,1:No,,0.905
4113,3128267,Table 1,BaselineCharacteristic,Patient I,,,None,0,1,1,No,1:No,1:No,,0.883
4113,3128267,Table 1,BaselineCharacteristic,Patient II,,,None,0,2,1,No,1:No,1:No,,0.893
4113,3128267,Table 1,BaselineCharacteristic,Age (years), ; ,Age (years),None,1,0,2,No,1:No,1:No,,0.65
4113,3128267,Table 1,BaselineCharacteristic,Arthroplasty, ; ,Arthroplasty,None,2,0,2,No,1:No,1:No,,0.95
4113,3128267,Table 1,BaselineCharacteristic,Left hip,Patient I ; ,Arthroplasty,None,2,1,3,No,1:No,1:No,,0.87
4113,3128267,Table 1,BaselineCharacteristic,Right hip,Patient II ; ,Arthroplasty,None,2,2,3,No,1:No,1:No,,0.89
4113,3128267,Table 1,BaselineCharacteristic,Surgical approach, ; ,Surgical approach,None,3,0,2,No,1:No,1:No,,0.96
4113,3128267,Table 1,BaselineCharacteristic,Lateral (transglutaeal; Hardinge),Patient I ; ,Surgical approach,None,3,1,3,No,1:No,1:No,,0.88
4113,3128267,Table 1,BaselineCharacteristic,Posterior (Kocher-Langenbeck),Patient II ; ,Surgical approach,None,3,2,3,No,1:No,1:No,,0.9
4113,3128267,Table 1,BaselineCharacteristic,Femoral device, ; ,Femoral device,None,4,0,2,No,1:No,1:No,,0.97
4113,3128267,Table 1,BaselineCharacteristic,Long shaft,Patient I ; ,Femoral device,None,4,1,3,No,1:No,1:No,,0.87
4113,3128267,Table 1,BaselineCharacteristic,Short shaft,Patient II ; ,Femoral device,None,4,2,3,No,1:No,1:No,,0.9
4185,3152943,Table 1,BaselineCharacteristic,Variable,,None,None,0,0,,No,1:No,1:No,,0.908
4185,3152943,Table 1,BaselineCharacteristic,"Placebo, n = xx",,None,None,0,4,,No,1:No,1:No,,0.571
4185,3152943,Table 1,BaselineCharacteristic,"Female sex, n (%)",Variable ; ,None,None,1,0,,No,1:No,1:No,,0.801
4185,3152943,Table 1,BaselineCharacteristic,xx (xx.x),"Placebo, n = xx ; ",None,None,1,4,,No,1:No,1:No,,0.543
4185,3152943,Table 1,BaselineCharacteristic,,"Variable ; Female sex, n (%) ; ",None,None,2,0,,No,1:No,1:No,,0.801
4185,3152943,Table 1,BaselineCharacteristic,,"Placebo, n = xx ; xx (xx.x) ; ",None,None,2,4,,No,1:No,1:No,,0.553
4185,3152943,Table 1,BaselineCharacteristic,,"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ; ",None,None,4,4,,No,1:No,1:No,,0.539
4185,3152943,Table 1,BaselineCharacteristic,x.xx (x.xxx),"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; ",None,None,5,4,,No,1:No,1:No,,0.539
4185,3152943,Table 1,BaselineCharacteristic,,"Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ; ",None,None,6,0,,No,1:No,1:No,,0.511
4185,3152943,Table 1,BaselineCharacteristic,,"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ; ",None,None,6,4,,No,1:No,1:No,,0.56
4185,3152943,Table 1,BaselineCharacteristic,"Prior DMARDs, n (%)*","Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ",None,None,7,0,,No,1:No,1:No,,0.521
4185,3152943,Table 1,BaselineCharacteristic,,"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ;  ; ",None,None,7,4,,No,1:No,1:No,,0.579
4185,3152943,Table 1,BaselineCharacteristic,,"Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ",None,None,8,0,,No,1:No,1:No,,0.521
4185,3152943,Table 1,BaselineCharacteristic,,"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ;  ; ",None,None,8,4,,No,1:No,1:No,,0.622
4185,3152943,Table 1,BaselineCharacteristic,xx (xx.x),"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ;  ; ",?x, ,9,4,,No,1:No,1:No,,0.652
4185,3152943,Table 1,BaselineCharacteristic,,"Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ",None,None,10,0,,No,1:No,1:No,,0.551
4185,3152943,Table 1,BaselineCharacteristic,,"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ;  ; ",None,None,10,4,,No,1:No,1:No,,0.692
4185,3152943,Table 1,BaselineCharacteristic,?x,"Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ",?x, ,11,0,,No,1:No,1:No,,0.524
4185,3152943,Table 1,BaselineCharacteristic,xx (xx.x),"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ;  ; ",?x, ,11,4,,No,1:No,1:No,,0.722
4185,3152943,Table 1,BaselineCharacteristic,,"Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ",None,None,12,0,,No,1:No,1:No,,0.551
4185,3152943,Table 1,BaselineCharacteristic,,"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ;  ; ",None,None,12,4,,No,1:No,1:No,,0.722
4185,3152943,Table 1,BaselineCharacteristic,?> x,"Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ",?> x, ,13,0,,No,1:No,1:No,,0.525
4185,3152943,Table 1,BaselineCharacteristic,x (x.x),"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ;  ; ",?> x, ,13,4,,No,1:No,1:No,,0.764
4185,3152943,Table 1,BaselineCharacteristic,,"Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ",None,None,14,0,,No,1:No,1:No,,0.551
4185,3152943,Table 1,BaselineCharacteristic,,"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ;  ; ",None,None,14,4,,No,1:No,1:No,,0.733
4185,3152943,Table 1,BaselineCharacteristic,"DASxx, mean (SD) score","Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ","DASxx, mean (SD) score",,15,0,,No,1:No,1:No,,0.551
4185,3152943,Table 1,BaselineCharacteristic,,"Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ",None,None,16,0,,No,1:No,1:No,,0.541
4185,3152943,Table 1,BaselineCharacteristic,,"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ;  ; ",None,None,16,4,,No,1:No,1:No,,0.733
4185,3152943,Table 1,BaselineCharacteristic,"RF (kIU/L), mean (SD)","Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ","RF (kIU/L), mean (SD)",,17,0,,No,1:No,1:No,,0.541
4185,3152943,Table 1,BaselineCharacteristic,,"Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ",None,None,18,0,,No,1:No,1:No,,0.541
4185,3152943,Table 1,BaselineCharacteristic,,"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ;  ; ",None,None,18,4,,No,1:No,1:No,,0.733
4185,3152943,Table 1,BaselineCharacteristic,"HAQ, mean (SD) score","Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ","HAQ, mean (SD) score",,19,0,,No,1:No,1:No,,0.551
4185,3152943,Table 1,BaselineCharacteristic,,"Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ",None,None,20,0,,No,1:No,1:No,,0.541
4185,3152943,Table 1,BaselineCharacteristic,,"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ;  ; ",None,None,20,4,,No,1:No,1:No,,0.723
4185,3152943,Table 1,BaselineCharacteristic,"Number of tender joints, mean (SD)","Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ","Number of tender joints, mean (SD)",,21,0,,No,1:No,1:No,,0.541
4185,3152943,Table 1,BaselineCharacteristic,,"Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ",None,None,22,0,,No,1:No,1:No,,0.541
4185,3152943,Table 1,BaselineCharacteristic,,"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ;  ; ",None,None,22,4,,No,1:No,1:No,,0.733
4185,3152943,Table 1,BaselineCharacteristic,"Number of swollen joints, mean (SD)","Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ","Number of swollen joints, mean (SD)",,23,0,,No,1:No,1:No,,0.541
4246,3165084,Table 1,BaselineCharacteristic,Patient Characteristics,,None,None,0,0,,No,1:No,1:No,,0.907
4246,3165084,Table 1,BaselineCharacteristic,Number(percent),,None,None,0,1,,No,1:No,1:No,,0.903
4246,3165084,Table 1,BaselineCharacteristic,Total patients,Patient Characteristics ; ,None,None,1,0,,No,1:No,1:No,,0.843
4246,3165084,Table 1,BaselineCharacteristic,xx(xxx),Number(percent) ; ,None,None,1,1,,No,1:No,1:No,,0.697
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ; ,None,None,2,0,,No,1:No,1:No,,0.842
4246,3165084,Table 1,BaselineCharacteristic,,Number(percent) ; xx(xxx) ; ,None,None,2,1,,No,1:No,1:No,,0.687
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,,,4,0,,No,1:No,1:No,,0.845
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,,,5,0,,No,1:No,1:No,,0.845
4246,3165084,Table 1,BaselineCharacteristic,xx (xx),Number(percent) ; xx(xxx) ;  ; ,,,5,1,,No,1:No,1:No,,0.7
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,None,None,6,0,,No,1:No,1:No,,0.855
4246,3165084,Table 1,BaselineCharacteristic,,Number(percent) ; xx(xxx) ;  ; ,None,None,6,1,,No,1:No,1:No,,0.757
4246,3165084,Table 1,BaselineCharacteristic,Sex,Patient Characteristics ; Total patients ;  ; ,None,None,7,0,,No,1:No,1:No,,0.863
4246,3165084,Table 1,BaselineCharacteristic,,Number(percent) ; xx(xxx) ;  ; ,None,None,7,1,,No,1:No,1:No,,0.769
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,,,8,0,,No,1:No,1:No,,0.87
4246,3165084,Table 1,BaselineCharacteristic,xx (xx),Number(percent) ; xx(xxx) ;  ; ,,,8,1,,No,1:No,1:No,,0.777
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,,,9,0,,No,1:No,1:No,,0.87
4246,3165084,Table 1,BaselineCharacteristic,xx (xx),Number(percent) ; xx(xxx) ;  ; ,,,9,1,,No,1:No,1:No,,0.84
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,None,None,10,0,,No,1:No,1:No,,0.888
4246,3165084,Table 1,BaselineCharacteristic,,Number(percent) ; xx(xxx) ;  ; ,None,None,10,1,,No,1:No,1:No,,0.877
4246,3165084,Table 1,BaselineCharacteristic,Race/ethnicity,Patient Characteristics ; Total patients ;  ; ,None,None,11,0,,No,1:No,1:No,,0.888
4246,3165084,Table 1,BaselineCharacteristic,,Number(percent) ; xx(xxx) ;  ; ,None,None,11,1,,No,1:No,1:No,,0.877
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,,,12,0,,No,1:No,1:No,,0.888
4246,3165084,Table 1,BaselineCharacteristic,xx (xx),Number(percent) ; xx(xxx) ;  ; ,,,12,1,,No,1:No,1:No,,0.877
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,,,13,0,,No,1:No,1:No,,0.888
4246,3165084,Table 1,BaselineCharacteristic,x(xx),Number(percent) ; xx(xxx) ;  ; ,,,13,1,,No,1:No,1:No,,0.788
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,,,14,0,,No,1:No,1:No,,0.888
4246,3165084,Table 1,BaselineCharacteristic,x(x),Number(percent) ; xx(xxx) ;  ; ,,,14,1,,No,1:No,1:No,,0.799
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,None,None,15,0,,No,1:No,1:No,,0.888
4246,3165084,Table 1,BaselineCharacteristic,,Number(percent) ; xx(xxx) ;  ; ,None,None,15,1,,No,1:No,1:No,,0.877
4246,3165084,Table 1,BaselineCharacteristic,"Median time from diagnosis, months",Patient Characteristics ; Total patients ;  ; ,None,None,16,0,,No,1:No,1:No,,0.935
4246,3165084,Table 1,BaselineCharacteristic,x.x,Number(percent) ; xx(xxx) ;  ; ,None,None,16,1,,No,1:No,1:No,,0.799
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,None,None,17,0,,No,1:No,1:No,,0.888
4246,3165084,Table 1,BaselineCharacteristic,,Number(percent) ; xx(xxx) ;  ; ,None,None,17,1,,No,1:No,1:No,,0.877
4246,3165084,Table 1,BaselineCharacteristic,Karnofsky performance status (KPS),Patient Characteristics ; Total patients ;  ; ,None,None,18,0,,No,1:No,1:No,,0.893
4246,3165084,Table 1,BaselineCharacteristic,,Number(percent) ; xx(xxx) ;  ; ,None,None,18,1,,No,1:No,1:No,,0.877
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,,,19,0,,No,1:No,1:No,,0.886
4246,3165084,Table 1,BaselineCharacteristic,xx (xx),Number(percent) ; xx(xxx) ;  ; ,,,19,1,,No,1:No,1:No,,0.877
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,,,20,0,,No,1:No,1:No,,0.886
4246,3165084,Table 1,BaselineCharacteristic,xx(xx),Number(percent) ; xx(xxx) ;  ; ,,,20,1,,No,1:No,1:No,,0.877
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,,,21,0,,No,1:No,1:No,,0.886
4246,3165084,Table 1,BaselineCharacteristic,xx (xx),Number(percent) ; xx(xxx) ;  ; ,,,21,1,,No,1:No,1:No,,0.886
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,,,22,0,,No,1:No,1:No,,0.896
4246,3165084,Table 1,BaselineCharacteristic,x(x),Number(percent) ; xx(xxx) ;  ; ,,,22,1,,No,1:No,1:No,,0.808
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,,,23,0,,No,1:No,1:No,,0.896
4246,3165084,Table 1,BaselineCharacteristic,x (x),Number(percent) ; xx(xxx) ;  ; ,,,23,1,,No,1:No,1:No,,0.808
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,None,None,24,0,,No,1:No,1:No,,0.896
4246,3165084,Table 1,BaselineCharacteristic,,Number(percent) ; xx(xxx) ;  ; ,None,None,24,1,,No,1:No,1:No,,0.886
4246,3165084,Table 1,BaselineCharacteristic,Relapsed / refractory disease,Patient Characteristics ; Total patients ;  ; ,None,None,25,0,,No,1:No,1:No,,0.896
4246,3165084,Table 1,BaselineCharacteristic,xx(xx),Number(percent) ; xx(xxx) ;  ; ,None,None,25,1,,No,1:No,1:No,,0.886
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,None,None,26,0,,No,1:No,1:No,,0.896
